name,address,categories,category_ids,city,description,distance,foursquare_id,hours,instagram_url,is_nightlife,last_fsq_refresh,lat,lng,place_id,popularity,price_level,rating,social_media,state,summary,tips,types,website
Shannon's On Pine Irish Pub & Sports Bar,"209 Pine Ave, Long Beach, CA 90802, USA","Pub, Restaurant","13065, 13018",Los Angeles,,109,4b764a58f964a520ea462ee3,"{'tuesday': '11:00\u202fAM\u2009–\u20092:00\u202fAM', 'monday': '11:00\u202fAM\u2009–\u20092:00\u202fAM', 'sunday': '11:00\u202fAM\u2009–\u20092:00\u202fAM', 'friday': '11:00\u202fAM\u2009–\u20092:00\u202fAM', 'saturday': '11:00\u202fAM\u2009–\u20092:00\u202fAM', 'wednesday': '11:00\u202fAM\u2009–\u20092:00\u202fAM', 'thursday': '11:00\u202fAM\u2009–\u20092:00\u202fAM'}",https://www.instagram.com/shannonsonpine/,False,2025-05-11 23:57:02.665764+00:00,33.76952180000001,-118.1927462,ChIJ2aHyuTkx3YAR3fqm2dIGCzY,,2,4.3,{},CA,"Lively sports bar offering classic pub grub, live music & multiple flat screen TVs for sports fans.","Even if it's packed they will remember your name and make you feel at home. If ""Cheers"" was a reality show... it be this place. Drinks and laughs, All day. | Great little Irish dive style bar. Good for watching soccer and other European style sports. | Every Tuesday starting at 9 pm, a shot of Jameson and a draught for only $7.","bar, restaurant, point_of_interest, food, establishment",http://shannonssportspub.shannonscorner.com/
BUZZ wine beer bottleshop & bar,"460 S Spring St, Los Angeles, CA 90013, USA",Liquor Store,17076,Los Angeles,,603,4dfbd57cb61c84188eeab4a8,"{'tuesday': '12:00\u202fPM\u2009–\u200912:00\u202fAM', 'monday': '12:00\u202fPM\u2009–\u200912:00\u202fAM', 'sunday': '12:00\u202fPM\u2009–\u200912:00\u202fAM', 'friday': '12:00\u202fPM\u2009–\u200912:00\u202fAM', 'saturday': '12:00\u202fPM\u2009–\u200912:00\u202fAM', 'wednesday': '12:00\u202fPM\u2009–\u200912:00\u202fAM', 'thursday': '12:00\u202fPM\u2009–\u200912:00\u202fAM'}",https://instagram.com/buzzwinebeer/,False,2025-05-11 23:49:35.058760+00:00,34.0475743,-118.249297,ChIJ2dxZZ0rGwoARS61-9g0ntlw,,2,4.3,{},CA,"Stylish late-night shop boasts a unique selection of fine wines & craft beers, plus a tasting bar.","Great selection of wine and craft beer. A quick walk from my accommodations. Also super attractive guys working behind the counter. Super knowledgeable. They gave me a stellar Barbera recommendation. | Official Wine curators for PLATE - LA Weekly's 5th Annual Food & Wine Event. This is the BEST place to find rare vintages, natural wines - Over 4000 bottles + over 200 craft brews of specialty beer! | Definitely go for the happy hour half-price flights Sun-Weds. Staff is super friendly and knowledgeable. Nice mix of popular and obscure brews and wines. Open until 2AM! Delivery!","bar, liquor_store, food, point_of_interest, store, establishment",http://buzzwinebeershop.com/
High Rooftop Lounge,"1697 Pacific Ave, Venice, CA 90291, USA",Hotel,19014,Los Angeles,,351,4adeb2c7f964a520a87621e3,"{'tuesday': '12:00\u2009–\u200910:00\u202fPM', 'monday': '12:00\u2009–\u200910:00\u202fPM', 'sunday': '12:00\u2009–\u200910:00\u202fPM', 'friday': '12:00\u2009–\u200910:00\u202fPM', 'saturday': '12:00\u2009–\u200910:00\u202fPM', 'wednesday': '12:00\u2009–\u200910:00\u202fPM', 'thursday': '12:00\u2009–\u200910:00\u202fPM'}",https://www.instagram.com/highrooftopvenice/,False,2025-05-11 23:42:10.778951+00:00,33.9869575,-118.472496,ChIJ2y1Dpbm6woARwhg7smrwT7M,,3,4.2,{},CA,"High-style, open-air deck with DJs day & night, specialty cocktails, light bites & boardwalk views.","A fun rooftop lounge with fabulous views of the coastline, mountains and city. Great place to have a drink year-round, day or night. Heat lamps and blankets at night, sunscreen and shades for the day! | Sensational rooftop bar. Go at sunset, even if there are crowds. You’ll catch some amazing views of the coastline. | The sunset views are amazing from just about any place you sit. The drinks are very pricey but I don't think you can expect to come to a venue this nice and not expect to pay a little more.","night_club, bar, point_of_interest, establishment",https://www.hotelerwin.com/food-drink/high-rooftop-lounge/
The Lincoln,"2536 Lincoln Blvd, Venice, CA 90291, USA","Beer Bar, Cocktail Bar, Wine Bar","13009, 13025, 13006",Los Angeles,,0,56ff47c3498e687012ac39e0,"{'tuesday': '7:00\u202fPM\u2009–\u20092:00\u202fAM', 'monday': '7:00\u202fPM\u2009–\u20092:00\u202fAM', 'sunday': '7:00\u202fPM\u2009–\u20092:00\u202fAM', 'friday': '5:00\u202fPM\u2009–\u20092:00\u202fAM', 'saturday': '5:00\u202fPM\u2009–\u20092:00\u202fAM', 'wednesday': '7:00\u202fPM\u2009–\u20092:00\u202fAM', 'thursday': '7:00\u202fPM\u2009–\u20092:00\u202fAM'}",,False,2025-05-12 00:42:07.738122+00:00,33.99157270000001,-118.4484005,ChIJ30rDLIy6woARDkUVHLx5vmY,,2,4.3,{},CA,Classic cocktails & other drinks in an industrial-chic bar with a Model T Roadster & auto books.,"Fantastic cocktails, big outdoor area, prone to getting dancey on a Friday or Saturday night depending on the DJ quality. Kind of obnoxious Bungalow-type crowd, but they're there to have fun. | Super spacious, industrial-contemporary bar! Good selection of Music but not too loud, lively ambiance. Great to meet friends | Hip new spot with a fresh scent of lumber.","bar, point_of_interest, establishment",https://www.thelincolnvenice.com/
Ray's and Stark Bar,"5905 Wilshire Blvd, Los Angeles, CA 90036, USA","New American Restaurant, Cocktail Bar","13009, 13314",Los Angeles,,80,4d632faf1a83f04d320c712b,,https://www.instagram.com/patinarestaurantgroup/,False,2025-05-11 23:45:17.548836+00:00,34.06364929999999,-118.3589586,ChIJ31-ELCO5woAROT7SwF20wgw,,2,3.9,{},CA,Mediterranean fine dining & handcrafted drinks with a modern outdoor patio on LACMA's premises.,"This restaurant-bar gets everything right: Mediterranean bites from chef Kris Morningside, great cocktails like the Far (east) Manhattan, and outdoor seating next to LACMA's street light installation. | This renowned restaurant-bar gets everything right: refined Mediterranean bites, great cocktails (you'll have the ""Far (east) Manhattan,"" made with masala-infused rye and amaro), and outdoor seating. | I used to recommend cocktails here. Who doesn't love getting slightly tipsy and  wandering through modern art? However, they've revamped the cocktail menu to be much shorter, with cheap spirits at $15","bar, restaurant, food, point_of_interest, establishment",https://www.patinagroup.com/rays-and-stark-bar
American Airlines Flagship Lounge,"1 West Wy, Los Angeles, CA 90045, USA",Airport Lounge,19035,Los Angeles,,1293,56b7c419498e79d326012a7f,"{'tuesday': '4:30\u202fAM\u2009–\u20091:00\u202fAM', 'monday': '4:30\u202fAM\u2009–\u20091:00\u202fAM', 'sunday': '6:00\u202fAM\u2009–\u20091:00\u202fAM', 'friday': '4:30\u202fAM\u2009–\u20091:00\u202fAM', 'saturday': '4:30\u202fAM\u2009–\u20091:00\u202fAM', 'wednesday': '4:30\u202fAM\u2009–\u20091:00\u202fAM', 'thursday': '4:30\u202fAM\u2009–\u20091:00\u202fAM'}",,False,2025-05-11 23:55:13.713251+00:00,33.9415753,-118.4070674,ChIJ35NDXCaxwoARNie4VjhOEAE,,2,4.5,{},CA,A Airport Lounge in downtown LA.,I must admit this was a nice lounge. Well done AA. | The self serve wine beer and cocktails are not bad. Flagship dining is the way to go. | Love the ginger beer and custom pho here,"night_club, bar, point_of_interest, establishment",https://www.aa.com/i18n/travel-info/clubs/flagship-lounge.jsp
Jameson's Irish Pub,"6681 Hollywood Blvd, Los Angeles, CA 90028, USA","Sports Bar, American Restaurant","13068, 13022",Los Angeles,,2125,50a570d2e4b08b4ad111b656,"{'tuesday': '11:30\u202fAM\u2009–\u20092:00\u202fAM', 'monday': '11:30\u202fAM\u2009–\u20092:00\u202fAM', 'sunday': '11:00\u202fAM\u2009–\u20092:00\u202fAM', 'friday': '11:30\u202fAM\u2009–\u20092:00\u202fAM', 'saturday': '11:00\u202fAM\u2009–\u20092:00\u202fAM', 'wednesday': '11:30\u202fAM\u2009–\u20092:00\u202fAM', 'thursday': '11:30\u202fAM\u2009–\u20092:00\u202fAM'}",https://www.instagram.com/eatatdogandduck/,False,2025-05-11 23:46:29.417637+00:00,34.101728,-118.3358682,ChIJ3Q9JXSO_woAReezT4Rsv6qo,,2,4.3,{},CA,"Irish bar featuring basic pub grub, sports on TV & tight-shirted waitresses, plus sidewalk seats.","Fish & Chips are delicious. As well as the onion rings. Wings are great. cheese sandwich is also pretty good. Can't go wrong with the burgers and they have a prime rib special that deserves attention | Great food and prices are a rare combination on Hollywood blvd, but they've got it.... (Not the sliders) the prime rib in almost any form on the menu is great and we paid less than $30 for two of us. | The Reuben is simple and amazing. Onion rings are brilliant. The Guinness is Guinness. Brother was very happy with the burger, and the girls really enjoyed the prime rib sliders. Also, great service!","bar, restaurant, food, point_of_interest, establishment",http://www.jamesonsirishpub.com/
We Olive Wine Bar & Marketplace,"32 E Colorado Blvd, Pasadena, CA 91105, USA",Dance Studio,18025,Los Angeles,,622,4b738a14f964a52039b32de3,"{'tuesday': '12:00\u2009–\u20098:00\u202fPM', 'monday': '12:00\u2009–\u20098:00\u202fPM', 'sunday': '11:00\u202fAM\u2009–\u20097:00\u202fPM', 'friday': '12:00\u2009–\u20099:00\u202fPM', 'saturday': '11:00\u202fAM\u2009–\u20099:00\u202fPM', 'wednesday': '12:00\u2009–\u20099:00\u202fPM', 'thursday': '12:00\u2009–\u20099:00\u202fPM'}",https://www.instagram.com/weolivepasadena/,False,2025-05-11 23:58:24.070858+00:00,34.1455981,-118.1497258,ChIJ3VdNrnHDwoAR_JddD2xOfOQ,,2,4.7,{},CA,"Retail chain offering artisan olive oils, balsamic vinegars & tapenades, plus tastings.","Classic style, modern function - love it. Cute touches all over the studio, including an old-fashioned stopwatch hanging on the white brick wall next to the stall bar, to time your hang! xogwenyth | You need to push yourself harder every time. It's such a great workout and the instructors are all awesome! | Parking at garage on Delacey or Fair Oaks is free for 90min. Street parking is free daily before 11am.","bar, store, restaurant, food, point_of_interest, establishment",http://www.weolive.com/pasadena
Sassafras Saloon,"1233 Vine St, Los Angeles, CA 90038, USA",Cocktail Bar,13009,Los Angeles,,1718,505146b9e4b050646b37b1f1,"{'tuesday': 'Closed', 'monday': 'Closed', 'sunday': 'Closed', 'friday': '7:00\u202fPM\u2009–\u20092:00\u202fAM', 'saturday': '7:00\u202fPM\u2009–\u20092:00\u202fAM', 'wednesday': 'Closed', 'thursday': '7:00\u202fPM\u2009–\u20091:00\u202fAM'}",http://instagram.com/sassafrassaloon,False,2025-05-11 23:46:24.328546+00:00,34.09353249999999,-118.3268432,ChIJ41YenDa_woARL0VZGKz0gjk,,2,4.5,{},CA,Mixology-focused bar & event venue offering a swanky take on the Old West theme for private events.,"Checkout the great cocktails with Diplomático on the Menu: Club Cocktail and the Mai Tai, each with Reserva. Cheers! | Went on a Friday and it was packed but hard no problem grabbing a drink at the bar as the staff was on point. Great cocktails. Great live music. | Great bar to see live bands and try new cocktails. The mixologists are inventive with offering different liquors to the classic Moscow mule. Good whiskey selections!","bar, night_club, point_of_interest, establishment",https://www.sassafrassaloon.com/
Cicada Restaurant and Lounge,"617 S Olive St, Los Angeles, CA 90014, USA",Italian Restaurant,13236,Los Angeles,,1106,4aa86a86f964a520325120e3,"{'tuesday': 'Closed', 'monday': 'Closed', 'sunday': 'Closed', 'friday': '6:30\u2009–\u200911:00\u202fPM', 'saturday': '6:30\u2009–\u200911:00\u202fPM', 'wednesday': 'Closed', 'thursday': 'Closed'}",https://www.instagram.com/cicadarestaurant,False,2025-05-11 23:49:10.508130+00:00,34.04779699999999,-118.2547572,ChIJ4S8a47THwoARo-6PnNsOvcU,,3,4.5,{},CA,"Italian fare gets a Californian twist at this glamorous, art deco supper club with big-band nights.","I had the most amazing nightclubbing experience! It was better than the other clubs in my town. We booked at this club for our special gatherings with my colleagues, and they treated us well. | The elegant art deco interior is actually so breathtaking you almost don’t care what’s on the menu, though Cicada does feature the finest in Italian fare & one of the classiest lounges in the city. | Truly a high class date spot with impeccable ambience and fantastic drinks. Try the Sazerac with an absinthe rinse!","night_club, bar, restaurant, food, point_of_interest, establishment",http://www.cicadarestaurant.com/
Bar Bohemien,"9355 Culver Blvd, Culver City, CA 90232, USA","Cocktail Bar, Restaurant","13009, 13065",Los Angeles,,362,1abd5bb8862c4b1126abde89,"{'tuesday': '3:00\u202fPM\u2009–\u200912:00\u202fAM', 'monday': '3:00\u2009–\u200910:00\u202fPM', 'sunday': '12:00\u2009–\u20098:00\u202fPM', 'friday': '3:00\u202fPM\u2009–\u200912:00\u202fAM', 'saturday': '3:00\u202fPM\u2009–\u200912:00\u202fAM', 'wednesday': '3:00\u202fPM\u2009–\u200912:00\u202fAM', 'thursday': '3:00\u202fPM\u2009–\u200912:00\u202fAM'}",https://www.instagram.com/barbohemien/,False,2025-05-11 23:44:52.172251+00:00,34.0250839,-118.3941056,ChIJ4VoQfy67woAR2Q6k09wasvk,,,4.5,{},CA,A Cocktail Bar and Restaurant in downtown LA.,,"bar, point_of_interest, establishment",http://www.barbohemien.com/
KAL Lounge,"Los Angeles International Airport, 1 World Wy, Los Angeles, CA 90045, USA",Airport Lounge,19035,Los Angeles,,1570,4b039d4bf964a520e54f22e3,,,False,2025-05-11 23:55:54.983566+00:00,33.9432525,-118.4103775,ChIJ4ZFjFumxwoARM3hiPK_B3pM,,,2.5,{},CA,A Airport Lounge in downtown LA.,"Absolutely gorgeous, also compared to the LH lounges in Frankfurt. This Star Alliance Lounge is outstanding: New and nice furniture, a great lounge outside (don't miss it). Try the Asia food corner. | Awesome lounge! Great food spreads, diverse seating areas, and peace & quiet. I just wish they didn’t announce that my flight was boarding a solid 30+ mins before it actually started... | Good Spacious Lounge with area some nice drinks. Probably the second best lounge after Turkish Airlines Lounge in Istanbul Airport. Turkish is far better though, incomparably better …","night_club, bar, point_of_interest, establishment",
Glass Hookah Lounge,"7384 Melrose Ave, Los Angeles, CA 90046, USA","Hookah Bar, Lounge, American Restaurant","13016, 13012, 13068",Los Angeles,,2313,53cf3d56498ee6bceea3b6db,"{'tuesday': '6:00\u202fPM\u2009–\u20091:00\u202fAM', 'monday': '6:00\u202fPM\u2009–\u20091:00\u202fAM', 'sunday': '6:00\u202fPM\u2009–\u20091:00\u202fAM', 'friday': '6:00\u202fPM\u2009–\u20091:00\u202fAM', 'saturday': '6:00\u202fPM\u2009–\u20091:00\u202fAM', 'wednesday': '6:00\u202fPM\u2009–\u20091:00\u202fAM', 'thursday': '6:00\u202fPM\u2009–\u20091:00\u202fAM'}",,False,2025-05-11 23:45:38.768629+00:00,34.0834604,-118.3509996,ChIJ4Zx7vNS-woARi_aycUAi7qs,,,3.9,{},CA,"A Hookah Bar, Lounge, and more in downtown LA.",Good hookah. Good for hangouts and  groups. | Classy 👍🏻,"night_club, bar, point_of_interest, establishment",http://www.glasshookahlounge.com/
Suave Cocktail,"7534 Verano Way, Huntington Park, CA 90255, USA",,,Los Angeles,,2978,,"{'tuesday': 'Closed', 'monday': 'Closed', 'sunday': '6:00\u202fAM\u2009–\u20092:00\u202fAM', 'friday': '6:00\u202fAM\u2009–\u20092:00\u202fAM', 'saturday': '6:00\u202fAM\u2009–\u20092:00\u202fAM', 'wednesday': 'Closed', 'thursday': 'Closed'}",,,,33.9711335,-118.231928,ChIJ4_gpQ87JwoAR83wfRGFpz04,,,,,CA,,,"bar, point_of_interest, establishment",
Short Stop,"1455 W Sunset Blvd #3457, Los Angeles, CA 90026, USA","Dive Bar, Night Club","10032, 13010",Los Angeles,,0,3fd66200f964a52002ef1ee3,"{'tuesday': '5:00\u202fPM\u2009–\u20092:00\u202fAM', 'monday': '5:00\u202fPM\u2009–\u20092:00\u202fAM', 'sunday': '5:00\u202fPM\u2009–\u20092:00\u202fAM', 'friday': '5:00\u202fPM\u2009–\u20092:00\u202fAM', 'saturday': '5:00\u202fPM\u2009–\u20092:00\u202fAM', 'wednesday': '5:00\u202fPM\u2009–\u20092:00\u202fAM', 'thursday': '5:00\u202fPM\u2009–\u20092:00\u202fAM'}",,False,2025-05-12 00:48:37.921765+00:00,34.07533650000001,-118.2535448,ChIJ4fztsALHwoAR21OfOy6ogdI,,1,4.2,{},CA,"Neighborhood hideaway offers a DJ-fueled dance floor &
drink specials before Dodgers home games.","Cool spot. Check out the old beer can collection on the way out to the patio. Also, try and say beer can without sounding like a Jamaican saying bacon... | Go here before a game at the Ravine, get some cheap beer, then wait for the tamale guy. $6 for 2 tamales, usually cheese and chicken. You can even bring them into the stadium. | Catch a game of pool, cards, or hit the arcade with a nifty drink in hand and a diverse crowd of Dodgers fans sipping on the herbal wonders of Becherovka.","bar, point_of_interest, establishment",https://www.instagram.com/theshortstopechopark/
STAR Karaoke,"601 S Ardmore Ave #100, Los Angeles, CA 90005, USA","Arts and Entertainment, Karaoke Bar, Restaurant","10000, 13065, 13015",Los Angeles,,623,53213112498e17a45a3a922e,,,False,2025-05-12 00:56:41.323181+00:00,34.0634145,-118.3017716,ChIJ540l0oK4woARfq3WTW1bugY,,2,3.6,{},CA,"A Arts and Entertainment, Karaoke Bar, and more in downtown LA.","The rooms have a really nice vibe and they have a full service menu, English song selection is limited though and sorted only alphabetically by song tile so takes awhile to find something you want. | They don't have a large selection of English songs. | Superior sound system","bar, restaurant, food, point_of_interest, establishment",https://facebook.com/thestarkaraoke
Gaam Karaoke,"3309 W 6th St, Los Angeles, CA 90020, USA","Karaoke Bar, Sports Bar","13022, 13015",Los Angeles,,0,b29e8f60be064a31b5950bc5,"{'tuesday': '7:00\u202fPM\u2009–\u20092:00\u202fAM', 'monday': '7:00\u202fPM\u2009–\u20092:00\u202fAM', 'sunday': '7:00\u202fPM\u2009–\u20092:00\u202fAM', 'friday': '7:00\u202fPM\u2009–\u20092:00\u202fAM', 'saturday': '7:00\u202fPM\u2009–\u20092:00\u202fAM', 'wednesday': '7:00\u202fPM\u2009–\u20092:00\u202fAM', 'thursday': '7:00\u202fPM\u2009–\u20092:00\u202fAM'}",,False,,34.0640355,-118.2945964,ChIJ55wg-QjHwoAR1ypPlCu1fvM,,,4.2,{},CA,Spacious lounge & eatery serving a focused menu of Korean pub food paired with soju cocktails.,,"night_club, bar, point_of_interest, establishment",
O'Briens Irish Pub,"2226 Wilshire Blvd, Santa Monica, CA 90403, USA",Irish Pub,13389,Los Angeles,,1254,4a400b78f964a5203da41fe3,"{'tuesday': '11:30\u202fAM\u2009–\u20092:00\u202fAM', 'monday': '8:00\u202fAM\u2009–\u20092:00\u202fAM', 'sunday': '6:00\u202fAM\u2009–\u20092:00\u202fAM', 'friday': '11:30\u202fAM\u2009–\u20092:00\u202fAM', 'saturday': '11:00\u202fAM\u2009–\u20092:00\u202fAM', 'wednesday': '11:00\u202fAM\u2009–\u20092:00\u202fAM', 'thursday': '11:00\u202fAM\u2009–\u20092:00\u202fAM'}",https://www.instagram.com/obriensla,False,2025-05-11 23:41:27.393257+00:00,34.0331676,-118.4806345,ChIJ5WeOX0m7woARm0VUqRNeUEw,,2,4.5,{},CA,"Pub grub, draft brews & sports on TV offered in a classic tavern amid dark woods & leather booths.","This place is one of my favorite places in LA. If I'm looking for a good night out, not crazy with loud drunks, but a good chill with a great crowd and have a great drink, then this is the place! | Literally such great service, awesome TV access to games, aaaandddd the split platter is delicious. LOVE this place! | The #1 bar on the west side for NY Giants games. You will love the staff, the crowd and the food.","bar, restaurant, food, point_of_interest, establishment",http://obriensla.com/
